,index,carat,cut,color,clarity,depth,table,price,Cluster
37835,37835,1.0,2,6,2,0.6032482598607889,58.0,8.732,1
37836,37836,0.7,0,1,3,0.6467391304347826,60.0,7.658,1
37837,37837,0.5,3,2,2,0.6210317460317462,60.0,7.106,1
37838,37838,0.43,4,4,6,0.6028513238289206,59.0,7.14,1
37839,37839,1.82,2,3,2,0.627349319507453,58.0,9.617,1
37840,37840,0.31,1,2,6,0.6373117033603709,56.0,6.667,0
37841,37841,1.01,0,5,2,0.656451612903226,59.0,8.32,1
37842,37842,0.27,4,1,4,0.6203592814371256,56.0,6.068,0
37843,37843,0.8,3,2,2,0.6252100840336136,55.0,7.845,0
37844,37844,0.33,3,1,5,0.6136618141097425,58.0,6.361,0
37845,37845,1.11,3,0,2,0.595900439238653,58.0,8.167,1
37846,37846,0.77,4,5,1,0.624465355004277,56.0,7.892,0
37847,37847,0.9,2,2,3,0.6262295081967213,57.0,8.447,0
37848,37848,1.02,4,5,1,0.6287051482059283,57.0,8.476,0
37849,37849,0.37,3,6,5,0.6071044133476857,59.0,6.945,1
37850,37850,0.4,1,5,1,0.6305732484076434,57.0,6.433,1
37851,37851,0.73,4,3,4,0.6072041166380789,57.0,8.135,0
37852,37852,0.7,2,1,0,0.631578947368421,59.0,7.119,1
37853,37853,0.57,4,4,3,0.622889305816135,55.0,7.401,0
37854,37854,0.54,4,5,1,0.6058879392212725,57.0,7.2,0
37855,37855,1.03,2,0,4,0.6338028169014084,58.0,8.365,1
37856,37856,0.3,4,6,2,0.6203703703703703,56.0,6.314,0
37857,37857,1.01,2,5,2,0.6335697399527186,58.0,8.645,1
37858,37858,1.38,3,3,1,0.5915300546448087,59.0,8.822,1
37859,37859,1.0,1,6,2,0.6405750798722044,56.0,8.753,0
37860,37860,0.56,4,4,2,0.6104868913857677,55.9,7.43,0
37861,37861,0.43,4,6,1,0.6255144032921811,56.0,6.574,0
37862,37862,0.31,4,5,1,0.6130884041331802,55.0,6.075,0
37863,37863,0.9,0,6,1,0.6694630872483222,57.0,7.967,1
37864,37864,1.31,2,1,1,0.6085106382978723,58.0,8.64,1
37865,37865,0.8,3,4,4,0.6051537822111388,59.0,8.246,1
37866,37866,0.51,4,4,1,0.6143410852713178,56.0,7.159,0
37867,37867,0.91,2,6,1,0.6204673650282031,62.0,8.15,1
37868,37868,1.7,3,2,1,0.6206443129520052,56.0,8.945,0
37869,37869,1.64,1,1,2,0.5786082474226805,61.0,9.22,1
37870,37870,0.56,4,1,6,0.6104868913857677,55.0,7.463,0
37871,37871,1.02,4,5,2,0.6036866359447005,55.0,8.571,0
37872,37872,1.01,1,4,2,0.6356466876971609,58.0,8.497,1
37873,37873,0.52,4,6,2,0.6296296296296297,57.0,7.381,0
37874,37874,0.4,1,4,6,0.5919003115264798,64.0,7.16,1
37875,37875,1.7,3,4,1,0.618421052631579,60.0,9.247,1
37876,37876,2.05,3,3,1,0.6012121212121212,59.0,9.702,1
37877,37877,1.01,3,3,5,0.6241134751773049,59.0,8.918,1
37878,37878,0.71,2,4,2,0.64,58.0,7.76,1
37879,37879,0.33,4,5,6,0.6085011185682326,56.0,6.892,0
37880,37880,1.51,3,5,1,0.610655737704918,60.0,9.16,1
37881,37881,0.24,2,0,5,0.6278481012658228,57.0,5.817,0
37882,37882,0.52,4,2,3,0.6174496644295303,55.0,7.432,0
37883,37883,1.01,3,5,3,0.6201550387596899,59.0,8.823,1
37884,37884,0.26,2,5,5,0.6053268765133172,55.0,6.344,0
37885,37885,1.22,2,3,2,0.6341463414634145,56.0,8.767,0
37886,37886,2.08,3,4,1,0.6203076923076923,60.0,9.506,1
37887,37887,0.3,1,1,2,0.6409356725146199,57.0,5.969,0
37888,37888,1.08,4,4,3,0.6187594553706506,55.0,8.869,0
37889,37889,0.38,4,3,2,0.6196581196581197,54.0,6.876,0
37890,37890,0.32,4,4,4,0.6194285714285714,56.0,6.802,0
37891,37891,0.38,3,4,4,0.6091586794462193,58.0,6.838,0
37892,37892,1.02,3,5,6,0.6153846153846153,59.0,9.311,1
37893,37893,1.01,3,4,1,0.6182669789227166,56.0,8.356,0
37894,37894,0.51,4,4,5,0.6040268456375839,56.0,7.668,0
37895,37895,0.95,3,4,1,0.6238973536487571,59.0,8.336,1
37896,37896,1.2,2,4,2,0.6333333333333333,58.0,8.847,1
37897,37897,0.7,4,2,2,0.6198419666374012,55.0,7.689,0
37898,37898,0.26,4,2,4,0.62227602905569,55.0,6.178,0
37899,37899,0.31,4,5,2,0.6208476517754868,56.0,6.366,0
37900,37900,0.42,3,2,2,0.6198952879581151,59.0,6.8,1
37901,37901,1.12,3,6,1,0.5948339483394834,59.0,8.447,1
37902,37902,0.53,4,6,7,0.6216216216216217,55.0,8.246,0
37903,37903,0.9,3,1,3,0.5859065716547902,60.0,7.98,1
37904,37904,1.12,4,6,2,0.6121530382595649,58.0,8.874,1
37905,37905,1.25,3,1,2,0.5971428571428571,59.0,8.592,1
37906,37906,1.2,3,4,2,0.6100217864923748,62.0,8.821,1
37907,37907,1.03,2,3,3,0.5875281743050338,63.0,8.826,1
37908,37908,0.31,3,4,3,0.6180555555555555,59.0,6.438,1
37909,37909,1.35,2,3,3,0.6277580071174377,59.0,9.138,1
37910,37910,0.32,3,2,2,0.612756264236902,60.0,6.107,1
37911,37911,1.05,0,2,0,0.6181254841208366,57.0,7.738,1
37912,37912,1.14,1,5,2,0.6077265973254086,64.0,8.683,1
37913,37913,0.41,3,4,5,0.6236786469344608,58.0,7.083,0
37914,37914,0.71,1,1,6,0.6344463971880493,57.0,7.843,0
37915,37915,1.02,3,3,1,0.6254886630179829,59.0,8.364,1
37916,37916,1.28,4,6,2,0.6145092460881936,55.0,9.164,0
37917,37917,1.16,4,3,3,0.6233183856502242,57.0,8.882,0
37918,37918,0.62,3,3,2,0.6259259259259259,60.0,7.347,1
37919,37919,1.52,4,3,6,0.6235534377127298,55.0,9.678,0
37920,37920,1.24,0,6,2,0.5563282336578582,67.0,8.894,1
37921,37921,1.3,3,2,2,0.5986013986013986,59.0,8.922,1
37922,37922,0.5,1,6,2,0.6351084812623274,57.0,7.064,0
37923,37923,1.0,3,6,3,0.5958747135217723,60.0,8.835,1
37924,37924,0.24,4,4,5,0.6100861008610087,56.0,6.519,0
37925,37925,0.25,2,5,5,0.6217228464419476,61.0,6.306,1
37926,37926,2.6,4,0,1,0.6249288560045533,56.0,9.818,0
37927,37927,0.3,2,2,5,0.634319526627219,57.0,6.654,0
37928,37928,0.46,4,3,7,0.6107784431137725,56.0,7.594,0
37929,37929,0.9,1,4,1,0.6314076484947112,57.0,8.092,1
37930,37930,0.61,4,5,4,0.6163753449862005,57.0,7.678,0
37931,37931,1.01,2,5,1,0.6343402225755167,59.0,8.366,1
37932,37932,2.01,2,5,1,0.6195786864931846,61.0,9.742,1
37933,37933,0.8,2,2,3,0.6118038237738985,53.0,7.979,0
37934,37934,0.34,4,4,3,0.6136865342163356,55.0,6.752,0
37935,37935,0.55,2,5,2,0.6104265402843602,61.0,7.347,1
37936,37936,1.01,1,5,1,0.6320754716981132,59.0,8.407,1
37937,37937,1.01,4,4,4,0.6134779240898528,57.0,8.936,0
37938,37938,1.1,4,4,3,0.5859030837004405,57.0,8.647,0
37939,37939,0.36,4,5,3,0.6276243093922651,56.0,6.921,0
37940,37940,0.4,3,0,2,0.6136125654450262,58.0,6.515,1
37941,37941,0.7,2,2,1,0.6003460207612458,60.0,7.639,1
37942,37942,1.7,2,2,3,0.6329787234042553,58.0,9.46,1
37943,37943,0.36,3,4,4,0.6182618261826183,58.0,6.985,0
37944,37944,0.32,4,4,3,0.6145124716553287,56.0,6.719,0
37945,37945,1.5,2,3,3,0.6072157930565011,59.0,9.836,1
37946,37946,0.92,2,2,4,0.6289409862570735,58.0,8.349,1
37947,37947,0.7,4,4,5,0.6149825783972125,56.0,8.398,0
37948,37948,0.7,0,6,2,0.6463742166517458,57.0,7.748,1
37949,37949,0.53,4,4,3,0.6229508196721311,55.0,7.356,0
37950,37950,0.27,4,4,3,0.6093189964157705,57.0,6.358,0
37951,37951,0.32,4,4,6,0.6081081081081082,56.0,6.808,0
37952,37952,0.33,4,3,3,0.621773288439955,56.0,6.611,0
37953,37953,0.32,0,4,2,0.6444188722669734,54.0,6.458,0
37954,37954,1.29,3,2,1,0.6012884753042234,58.0,8.687,1
37955,37955,1.02,4,3,2,0.6049004594180706,59.0,8.493,1
37956,37956,0.31,4,2,3,0.6169724770642202,55.0,6.389,0
37957,37957,0.7,2,3,2,0.6059027777777778,57.0,7.622,0
37958,37958,0.3,3,3,4,0.6231038506417735,59.0,6.654,1
37959,37959,0.26,4,2,4,0.6183574879227053,56.0,6.105,0
37960,37960,0.9,1,1,3,0.6377759607522485,55.0,8.103,0
37961,37961,0.5,2,6,3,0.633761105626851,57.0,7.472,0
37962,37962,1.01,3,3,2,0.6263736263736265,60.0,8.375,1
37963,37963,2.16,2,4,1,0.6237206502107164,59.0,9.835,1
37964,37964,1.74,3,3,4,0.6240208877284595,58.0,9.793,1
37965,37965,0.55,2,6,1,0.631578947368421,56.0,7.221,0
37966,37966,0.41,4,6,2,0.6232948583420777,56.0,6.6,0
37967,37967,0.3,4,5,3,0.6177156177156177,57.0,6.402,0
37968,37968,0.26,2,4,6,0.6187576126674786,55.0,6.488,0
37969,37969,1.21,2,3,1,0.595959595959596,60.0,8.623,1
37970,37970,0.9,2,2,6,0.6225490196078431,59.0,8.513,1
37971,37971,0.71,1,5,2,0.6321334503950834,57.0,7.822,0
37972,37972,0.31,2,2,3,0.6351039260969977,57.0,6.443,0
37973,37973,0.83,4,1,2,0.6193656093489148,57.0,8.106,0
37974,37974,0.51,3,6,2,0.6159844054580897,58.0,7.358,1
37975,37975,0.42,4,6,5,0.6255230125523014,56.0,7.236,0
37976,37976,0.71,2,5,2,0.6348364279398763,57.0,7.895,0
37977,37977,0.5,3,3,5,0.6140350877192983,57.0,7.554,0
37978,37978,1.17,0,1,0,0.6535849056603774,62.0,7.984,1
37979,37979,1.02,2,2,3,0.600153491941673,63.0,8.435,1
37980,37980,2.37,4,0,3,0.6222222222222222,57.0,9.684,0
37981,37981,1.01,0,5,0,0.6448,58.0,7.933,1
37982,37982,0.41,3,4,5,0.6104166666666667,59.0,7.017,1
37983,37983,1.02,1,2,1,0.6140757927300852,60.0,8.416,1
37984,37984,1.0,0,1,2,0.6581673306772908,56.0,7.977,0
37985,37985,0.32,3,5,2,0.6194285714285714,59.0,6.579,1
37986,37986,0.7,4,2,6,0.6050129645635264,58.0,7.989,0
37987,37987,0.71,4,1,3,0.6233538191395961,58.0,7.766,1
37988,37988,0.75,4,3,2,0.6219931271477663,57.0,7.806,0
37989,37989,0.5,3,3,4,0.5941747572815533,60.0,7.465,1
37990,37990,1.19,4,2,2,0.618556701030928,56.4,8.744,0
37991,37991,0.42,3,4,2,0.617616580310881,58.0,6.9,1
37992,37992,0.31,3,3,6,0.5986238532110092,62.0,6.953,1
37993,37993,0.7,1,4,2,0.6309204647006255,64.0,7.681,1
37994,37994,1.5,2,1,3,0.6332417582417583,55.0,9.163,0
37995,37995,0.72,2,4,5,0.636123348017621,59.0,8.137,1
37996,37996,0.7,2,4,3,0.6358792184724689,57.0,7.93,0
37997,37997,1.07,4,3,5,0.624712202609363,55.6,9.016,0
37998,37998,0.4,4,4,4,0.6244725738396624,53.0,6.821,0
37999,37999,1.0,3,0,2,0.607950116913484,58.0,8.219,1
38000,38000,0.72,1,4,2,0.6308370044052863,56.0,7.881,0
38001,38001,1.0,0,5,1,0.6655629139072847,59.0,8.051,1
38002,38002,0.7,2,3,5,0.6001719690455719,60.0,8.082,1
38003,38003,0.4,3,5,3,0.6124604012671595,60.0,6.855,1
38004,38004,0.7,4,2,3,0.6187554776511831,56.0,8.204,0
38005,38005,0.9,2,5,2,0.6317512274959084,58.0,8.425,1
38006,38006,1.7,2,0,4,0.6298487836949375,58.0,9.227,1
38007,38007,0.72,3,6,1,0.6015424164524421,56.0,7.821,0
38008,38008,0.41,2,4,7,0.6334745762711864,56.0,7.135,0
38009,38009,1.52,3,5,1,0.6075778078484438,60.0,9.108,1
38010,38010,1.25,4,3,2,0.6249089584850692,54.0,8.792,0
38011,38011,1.53,3,5,2,0.6128813559322034,59.0,9.461,1
38012,38012,1.62,4,1,5,0.627084723148766,54.0,9.358,0
38013,38013,0.31,4,4,7,0.6118721461187215,56.0,6.818,0
38014,38014,0.55,4,3,7,0.6086956521739131,57.0,7.933,0
38015,38015,0.58,4,3,4,0.6182495344506518,55.0,7.555,0
38016,38016,0.49,3,5,1,0.6173570019723865,57.0,6.855,0
38017,38017,0.54,4,4,2,0.6045627376425856,57.0,7.233,0
38018,38018,2.01,3,2,2,0.6269397889509621,59.0,9.79,1
38019,38019,1.25,3,2,1,0.612037708484409,62.0,8.655,1
38020,38020,0.7,1,4,2,0.6375779162956366,58.0,7.66,1
38021,38021,0.5,2,4,1,0.6353646353646353,58.0,6.998,1
38022,38022,1.01,2,4,5,0.6254886630179829,63.0,8.951,1
38023,38023,0.56,3,5,3,0.6107445805843544,59.0,7.419,1
38024,38024,0.33,4,1,7,0.6159014557670773,55.0,6.542,0
38025,38025,1.11,3,3,3,0.5904059040590406,59.0,8.812,1
38026,38026,0.3,2,6,2,0.6216530849825378,58.0,6.314,1
38027,38027,1.51,2,5,2,0.631288766368022,58.0,9.356,1
38028,38028,2.03,3,2,1,0.6162361623616237,58.0,9.685,1
38029,38029,0.7,1,6,3,0.6407239819004524,59.0,8.035,1
38030,38030,2.01,1,4,0,0.6401515151515151,56.0,8.808,0
38031,38031,1.54,4,3,0,0.6163182737693864,55.0,8.748,0
38032,38032,0.4,3,6,1,0.6186440677966101,58.0,6.751,1
38033,38033,0.79,3,2,3,0.6258503401360543,61.0,7.911,1
38034,38034,0.56,4,3,3,0.6093457943925233,56.0,7.416,0
38035,38035,1.5,3,1,1,0.6115254237288136,59.0,8.919,1
38036,38036,1.25,3,1,2,0.6248175182481752,59.0,8.566,1
38037,38037,0.3,1,4,2,0.5723981900452488,62.0,6.463,1
38038,38038,2.02,4,2,2,0.6236024844720496,58.0,9.749,1
38039,38039,0.96,4,3,4,0.6111547525530243,56.0,8.826,0
38040,38040,1.35,4,2,2,0.6282871357498223,57.0,8.938,0
38041,38041,0.36,4,4,4,0.6185792349726777,56.0,6.921,0
38042,38042,0.33,2,6,3,0.6276715410573678,54.0,6.661,0
38043,38043,0.3,3,5,3,0.6220657276995305,60.0,6.738,1
38044,38044,0.32,4,1,6,0.6188850967007965,55.0,6.378,0
38045,38045,1.26,4,0,3,0.6320409656181419,57.0,8.577,0
38046,38046,0.54,4,5,2,0.6149479659413434,56.0,7.374,0
38047,38047,0.9,4,2,1,0.6193548387096773,55.0,8.319,0
38048,38048,0.31,2,2,6,0.6191024165707709,57.0,6.479,0
38049,38049,1.01,0,3,1,0.5833333333333333,62.0,8.306,1
38050,38050,0.48,1,6,4,0.5929549902152642,58.0,7.463,1
38051,38051,1.23,4,1,2,0.6197387518142234,57.0,8.675,0
38052,38052,0.26,4,2,6,0.6118500604594921,56.0,6.397,0
38053,38053,0.38,2,3,6,0.6129032258064516,57.0,6.903,0
38054,38054,1.15,2,2,2,0.6094674556213018,57.0,8.527,0
38055,38055,0.7,2,2,4,0.6034782608695652,63.0,7.783,1
38056,38056,0.4,2,3,7,0.6108786610878661,57.0,7.107,0
38057,38057,0.31,1,3,1,0.6319444444444444,55.0,6.011,0
38058,38058,0.3,4,4,2,0.6141367323290846,58.0,6.163,0
38059,38059,0.32,4,3,4,0.5993265993265993,57.9,6.545,0
38060,38060,0.35,2,3,5,0.6244444444444445,56.0,6.682,0
38061,38061,1.19,2,5,3,0.5922190201729107,60.0,8.875,1
38062,38062,0.7,4,4,2,0.6152497808939527,57.0,7.835,0
38063,38063,2.03,2,4,1,0.5984251968503936,56.0,9.668,0
38064,38064,0.34,4,3,3,0.6265328874024526,55.0,6.39,0
38065,38065,1.51,1,6,3,0.5977011494252874,65.0,9.45,1
38066,38066,0.4,4,2,5,0.6214209968186639,57.0,6.777,0
38067,38067,1.03,4,4,2,0.6123076923076923,57.0,8.707,0
38068,38068,0.72,4,3,2,0.6137931034482759,54.0,7.843,0
38069,38069,1.19,4,6,5,0.619676945668135,57.0,9.466,0
38070,38070,0.3,4,4,7,0.5936073059360731,60.0,6.772,1
38071,38071,0.41,2,2,5,0.6306878306878307,58.0,6.742,0
38072,38072,0.39,4,6,4,0.6191489361702128,57.0,7.065,0
38073,38073,0.58,0,3,4,0.648905803996194,60.0,7.439,1
38074,38074,0.4,1,6,1,0.6339381003201707,59.0,6.433,1
38075,38075,0.36,3,5,3,0.6197802197802198,58.0,6.671,0
38076,38076,0.7,3,6,3,0.6110623353819139,58.0,7.789,1
38077,38077,0.72,2,5,5,0.6049700085689803,55.0,8.242,0
38078,38078,0.71,2,4,1,0.6136363636363635,56.0,8.031,0
38079,38079,1.23,3,2,4,0.6114742193173566,58.0,8.933,1
38080,38080,1.01,1,6,2,0.6412092283214001,60.0,8.481,1
38081,38081,0.5,0,5,4,0.5534709193245779,65.0,7.544,1
38082,38082,1.02,3,4,2,0.6099616858237548,59.0,8.604,1
38083,38083,0.51,4,3,5,0.6134371957156768,57.0,7.588,0
38084,38084,1.5,3,4,3,0.6158038147138964,58.0,9.561,1
38085,38085,0.31,4,2,7,0.6118721461187214,56.0,6.671,0
38086,38086,1.08,4,3,3,0.6033182503770739,59.0,8.82,1
38087,38087,0.62,4,2,6,0.6109090909090908,56.0,7.695,0
38088,38088,2.01,1,2,2,0.5674865026994601,58.0,9.542,1
38089,38089,0.51,3,3,1,0.6248775710088148,56.0,6.933,0
38090,38090,1.05,2,2,2,0.5954887218045113,58.0,8.436,1
38091,38091,0.61,4,2,4,0.6083788706739526,56.0,7.627,0
38092,38092,0.52,4,2,5,0.6183574879227053,57.0,7.366,0
38093,38093,0.28,2,2,4,0.6170212765957446,56.0,6.061,0
38094,38094,1.72,3,0,2,0.6196636481241914,56.0,8.833,0
38095,38095,0.24,4,4,4,0.6127023661270236,56.0,6.038,0
38096,38096,0.7,3,3,7,0.6219081272084805,58.0,8.186,0
38097,38097,0.39,4,3,6,0.6199575371549892,54.4,6.916,0
38098,38098,0.7,0,2,4,0.6494661921708186,56.0,7.674,0
38099,38099,1.5,2,0,4,0.6224066390041494,58.0,8.989,1
38100,38100,0.98,0,3,1,0.6655683690280065,56.0,8.111,0
38101,38101,0.31,4,5,5,0.6137931034482759,58.0,6.627,0
38102,38102,1.01,3,5,3,0.5929339477726574,58.0,8.887,1
38103,38103,0.7,4,1,4,0.6187554776511831,56.0,7.869,0
38104,38104,0.3,3,3,5,0.6198830409356725,58.0,6.528,0
38105,38105,0.31,4,3,5,0.6120591581342435,54.0,6.518,0
38106,38106,1.53,3,4,3,0.6220095693779905,58.0,9.505,1
38107,38107,1.91,2,4,2,0.6221662468513854,54.0,9.77,0
38108,38108,0.3,4,5,7,0.6196531791907516,54.0,6.849,0
38109,38109,0.4,2,5,2,0.6351931330472103,58.0,6.782,1
38110,38110,0.51,2,5,2,0.6234021632251721,58.0,7.271,1
38111,38111,0.51,1,5,2,0.6359175662414133,59.0,7.065,1
38112,38112,2.22,2,0,1,0.6123188405797101,63.0,9.274,1
38113,38113,1.0,3,6,2,0.6212361331220284,61.0,8.61,1
38114,38114,0.71,4,5,4,0.6239015817223199,57.0,8.118,0
38115,38115,0.4,4,3,3,0.6291179596174282,56.0,6.942,0
38116,38116,0.35,4,2,6,0.6089813800657174,57.0,6.65,0
38117,38117,0.7,2,5,4,0.6133567662565906,60.0,7.99,1
38118,38118,0.3,4,5,3,0.6196531791907516,55.0,6.489,0
38119,38119,1.72,3,2,2,0.6136807817589577,59.0,9.463,1
38120,38120,0.71,4,4,6,0.6173913043478261,56.0,8.521,0
38121,38121,1.26,2,4,7,0.6001415428167022,60.0,9.554,1
38122,38122,0.31,3,5,4,0.601589103291714,58.0,6.599,0
38123,38123,0.7,4,5,5,0.6217162872154115,54.0,8.185,0
38124,38124,0.5,2,5,4,0.6001936108422071,60.0,7.499,1
38125,38125,0.51,2,6,2,0.5942307692307693,59.0,7.258,1
38126,38126,0.55,4,6,4,0.614218009478673,57.0,7.628,0
38127,38127,0.91,2,4,2,0.6199677938808373,59.0,8.329,1
38128,38128,0.57,2,2,3,0.6162464985994397,54.8,7.381,0
38129,38129,0.7,4,2,6,0.6200873362445415,55.0,7.966,0
38130,38130,1.27,4,3,1,0.5879043600562588,56.0,8.504,0
38131,38131,0.33,4,4,3,0.6258503401360543,55.0,6.501,0
38132,38132,1.5,3,4,3,0.6126616746085772,61.0,9.573,1
38133,38133,0.7,4,3,6,0.6187554776511831,58.0,8.118,0
38134,38134,0.53,4,4,5,0.6226053639846743,56.0,7.623,0
38135,38135,0.71,2,2,3,0.6159230096237971,60.0,7.822,1
38136,38136,1.9,3,3,1,0.629512349588347,58.0,9.541,1
38137,38137,1.21,4,3,4,0.6270190895741555,54.0,9.078,0
38138,38138,1.01,1,5,2,0.6413902053712479,59.0,8.407,1
38139,38139,1.28,2,2,1,0.6016949152542372,58.0,8.697,1
38140,38140,2.26,4,3,1,0.6190476190476192,57.0,9.46,0
38141,38141,0.33,2,5,2,0.6017699115044248,58.0,6.361,1
38142,38142,0.5,4,1,5,0.6176470588235294,57.0,7.187,0
38143,38143,0.57,4,2,4,0.6115241635687733,55.1,7.45,0
38144,38144,0.71,4,3,4,0.6182136602451838,57.0,8.141,0
38145,38145,0.36,4,3,5,0.6152173913043479,57.0,6.654,0
38146,38146,0.32,4,3,6,0.6114221724524076,55.0,6.702,0
38147,38147,0.41,4,2,3,0.6134715025906736,56.0,6.847,0
38148,38148,0.35,4,5,4,0.6105032822757112,55.0,6.65,0
38149,38149,1.8,4,2,4,0.622508038585209,56.0,9.623,0
38150,38150,1.2,4,6,5,0.6269315673289183,56.0,9.485,0
38151,38151,0.41,4,3,5,0.6246056782334385,55.0,6.915,0
38152,38152,0.42,4,3,4,0.6142709410548087,56.0,6.825,0
38153,38153,0.37,3,6,2,0.6097297297297297,62.0,6.773,1
38154,38154,0.35,4,3,7,0.6192560175054704,54.0,6.909,0
38155,38155,0.52,1,6,1,0.6184971098265897,58.0,7.037,1
38156,38156,1.2,3,1,0,0.6048210372534696,58.0,7.981,1
38157,38157,0.38,3,3,3,0.5925925925925926,59.0,6.891,1
38158,38158,0.31,4,0,3,0.6231386025200458,54.0,5.981,0
38159,38159,2.02,2,2,1,0.6078914919852034,60.0,9.582,1
38160,38160,1.51,1,4,5,0.6366158113730929,58.0,9.592,1
38161,38161,1.01,4,3,4,0.612878200155159,57.0,8.894,0
38162,38162,0.43,4,2,6,0.6168032786885245,56.0,6.895,0
38163,38163,1.25,3,0,3,0.5979971387696709,58.0,8.23,1
38164,38164,0.3,4,4,7,0.6180555555555555,55.0,6.772,0
38165,38165,0.31,4,3,4,0.6157354618015964,55.0,6.39,0
38166,38166,0.35,3,4,3,0.6037321624588364,59.0,6.779,1
38167,38167,0.7,2,1,2,0.6283185840707964,59.0,7.475,1
38168,38168,0.9,2,6,4,0.629690048939641,58.0,8.658,1
38169,38169,1.66,3,0,5,0.6256613756613757,59.0,9.198,1
38170,38170,0.66,4,4,3,0.6236559139784946,54.0,7.882,0
38171,38171,0.9,3,3,1,0.6039840637450199,58.0,8.145,1
38172,38172,0.71,2,3,1,0.6239015817223199,59.0,7.683,1
38173,38173,0.7,2,3,6,0.6235606731620904,59.0,8.073,1
38174,38174,1.03,4,4,3,0.6243222308288149,56.0,8.817,0
38175,38175,0.42,4,2,6,0.6235662148070907,55.0,6.974,0
38176,38176,1.01,4,0,2,0.6211180124223602,54.0,8.073,0
38177,38177,0.53,4,4,4,0.615678776290631,56.0,7.393,0
38178,38178,0.53,4,3,7,0.6149425287356322,56.0,7.717,0
38179,38179,0.95,0,3,2,0.6661197703035273,56.0,7.952,0
38180,38180,0.38,4,1,4,0.6168623265741728,55.4,6.555,0
38181,38181,0.32,2,6,5,0.6011299435028248,58.0,6.673,0
38182,38182,1.17,4,3,1,0.6257396449704142,55.0,8.656,0
38183,38183,0.9,2,0,2,0.6322686322686322,60.0,7.92,1
38184,38184,1.02,3,4,5,0.6286161063330726,59.0,9.116,1
38185,38185,1.02,0,1,1,0.6619047619047619,57.0,8.099,1
38186,38186,1.0,1,5,1,0.5992277992277992,63.0,8.339,1
38187,38187,1.71,3,6,1,0.6058252427184466,60.0,9.497,1
38188,38188,1.13,3,3,2,0.6090841399851079,60.0,8.59,1
38189,38189,0.54,4,3,4,0.6175908221797323,54.0,7.47,0
38190,38190,1.06,4,4,4,0.6173780487804877,57.0,9.029,0
38191,38191,0.31,4,4,3,0.6264501160092807,57.0,6.438,0
38192,38192,0.73,3,4,3,0.5870479394449117,57.0,7.966,0
38193,38193,1.42,4,4,6,0.608098833218943,56.0,9.835,0
38194,38194,1.01,4,1,1,0.6250974279033514,57.0,8.375,0
38195,38195,1.59,3,3,2,0.6216577540106952,58.0,9.181,1
38196,38196,1.05,3,5,0,0.6143187066974596,58.0,7.994,1
38197,38197,0.9,1,6,2,0.6109324758842443,62.0,8.381,1
38198,38198,0.5,4,2,2,0.6215686274509804,53.0,7.051,0
38199,38199,0.55,4,0,4,0.6228571428571429,56.0,7.346,0
38200,38200,0.51,2,5,4,0.6164383561643836,59.0,7.483,1
38201,38201,0.23,3,2,4,0.5937888198757764,61.0,6.073,1
38202,38202,0.33,4,3,5,0.6171171171171173,56.0,6.872,0
38203,38203,0.52,4,4,7,0.6174757281553398,57.0,7.913,0
38204,38204,0.72,3,6,1,0.6199649737302977,60.0,7.936,1
38205,38205,1.11,4,5,1,0.6119402985074627,55.0,8.568,0
38206,38206,0.7,2,1,1,0.625,58.0,7.365,1
38207,38207,0.79,3,5,1,0.6138448707256047,58.0,7.922,1
38208,38208,0.31,1,3,6,0.5804274465691789,62.0,6.635,1
38209,38209,0.32,4,3,6,0.6131221719457014,55.0,6.597,0
38210,38210,1.05,3,4,5,0.6134969325153374,59.0,9.07,1
38211,38211,1.56,3,0,3,0.6173503698722259,58.0,8.957,1
38212,38212,0.77,2,3,2,0.627147766323024,57.0,7.876,0
38213,38213,0.9,2,4,3,0.6316652994257588,57.0,8.459,0
38214,38214,2.01,4,0,4,0.6090686274509803,56.0,9.7,0
38215,38215,1.01,1,6,1,0.6402535657686212,59.0,8.277,1
38216,38216,0.57,2,6,2,0.6106442577030812,56.0,7.47,0
38217,38217,0.71,3,6,1,0.596732588134136,60.0,7.712,1
38218,38218,0.58,4,5,4,0.6264150943396226,56.0,7.546,0
38219,38219,0.58,1,5,2,0.6099158091674461,62.0,7.52,1
38220,38220,1.53,2,4,2,0.5853658536585367,59.0,9.368,1
38221,38221,1.21,4,1,4,0.6217995610826628,54.5,8.767,0
38222,38222,0.76,4,3,3,0.616822429906542,55.0,8.044,0
38223,38223,0.58,1,5,2,0.5926605504587156,64.0,7.197,1
38224,38224,1.0,3,6,4,0.6211764705882353,55.0,8.963,0
38225,38225,1.51,3,4,3,0.5905143620574482,60.0,9.633,1
38226,38226,1.04,2,0,1,0.6275115919629056,57.0,8.149,1
38227,38227,0.76,4,1,6,0.6224489795918368,55.0,7.92,0
38228,38228,0.3,4,2,2,0.6232558139534884,53.7,6.091,0
38229,38229,2.18,2,5,0,0.6200241254523523,60.0,9.244,1
38230,38230,0.3,2,5,3,0.6155632984901278,54.0,6.397,0
38231,38231,0.25,1,4,6,0.5912408759124089,60.0,6.194,1
38232,38232,0.9,1,6,1,0.6029411764705883,64.0,8.17,1
38233,38233,0.38,4,4,6,0.6239316239316239,54.0,6.999,0
38234,38234,0.37,3,5,3,0.6148867313915858,58.0,6.698,0
