carat,cut,color,clarity,depth,table,price
1.05,Very Good,H,VS2,0.6330488750969744,56.0,8.633
0.31,Very Good,I,SI1,0.6334106728538282,53.0,6.26
0.7,Ideal,I,VVS1,0.6225749559082893,55.0,7.838
0.4,Premium,F,VS2,0.610348468848997,59.0,6.736
1.3,Premium,G,VVS1,0.604551920341394,60.0,9.32
0.38,Ideal,D,VS1,0.6223175965665235,53.9,6.996
0.32,Very Good,H,VS2,0.6068181818181817,61.0,6.225
0.7,Ideal,G,VS2,0.6226912928759893,57.0,7.909
0.9,Good,E,SI1,0.637633525061627,56.0,8.243
1.11,Ideal,G,SI2,0.6068249258160237,59.0,8.562
0.9,Good,H,VS2,0.64,57.0,8.171
0.94,Very Good,G,VVS1,0.6331983805668017,57.0,8.714
1.31,Premium,F,SI1,0.6257142857142857,58.0,8.939
0.61,Ideal,G,VVS1,0.6124314442413162,56.0,8.009
0.3,Ideal,I,SI2,0.6235565819861432,54.0,5.905
0.27,Ideal,E,VVS2,0.6295399515738499,56.0,6.683
0.55,Ideal,G,VS1,0.6088595664467484,55.0,7.488
0.77,Premium,D,VS2,0.6117247238742566,59.0,8.14
0.26,Ideal,E,VS1,0.6223862238622386,57.0,6.321
0.31,Premium,G,VS2,0.6150289017341042,60.0,6.299
1.18,Ideal,D,SI1,0.6194690265486726,55.0,8.884
0.44,Premium,E,VVS2,0.5995975855130784,59.0,7.196
0.91,Very Good,H,VS2,0.6262135922330098,57.0,8.501
0.31,Ideal,H,VS2,0.6171428571428572,55.2,6.24
1.19,Very Good,H,VS2,0.5969935576234789,59.0,8.822
1.0,Good,H,SI1,0.6370839936608557,55.0,8.343
0.4,Good,D,SI1,0.6360725720384204,57.0,6.579
0.93,Ideal,H,SI1,0.6201427438540841,55.0,8.254
2.13,Ideal,H,SI2,0.6184690157958688,57.0,9.635
0.91,Very Good,F,SI2,0.6135069161920261,60.0,8.223
0.32,Very Good,H,VS1,0.6303854875283446,55.0,6.33
1.02,Premium,F,VS2,0.6126543209876543,58.0,8.776
0.33,Ideal,D,VS1,0.609865470852018,56.0,6.732
1.55,Premium,F,VS1,0.6199864038069339,60.0,9.678
0.31,Very Good,F,VS2,0.6335260115606938,56.0,6.687
0.26,Very Good,F,VVS1,0.6127864897466828,58.0,6.332
0.5,Ideal,H,VVS2,0.6028985507246377,58.0,7.383
0.32,Ideal,E,VVS1,0.6148648648648649,56.0,7.039
0.4,Ideal,E,VS2,0.6113445378151261,56.0,6.882
1.0,Good,G,VS2,0.6353503184713376,59.0,8.676
1.02,Very Good,G,SI1,0.6284367635506677,57.0,8.51
0.27,Ideal,G,VS2,0.6164874551971326,54.0,6.194
0.41,Very Good,E,VVS2,0.6280295047418336,54.0,7.079
1.04,Very Good,G,IF,0.6074411541381929,58.0,9.066
1.02,Very Good,D,SI1,0.6424625098658249,58.0,8.666
0.38,Ideal,I,VVS1,0.6155484558040468,56.0,6.673
0.28,Premium,G,VVS2,0.6023529411764706,60.0,6.471
0.3,Ideal,G,VVS2,0.6225319396051104,57.0,6.5
0.42,Ideal,E,VVS1,0.6227795193312434,57.0,7.244
0.3,Ideal,I,VS2,0.6231038506417735,56.0,6.009
0.4,Good,G,VS2,0.6275346851654214,54.4,6.812
1.01,Premium,G,VS2,0.6288416075650118,58.0,8.717
0.7,Fair,F,I1,0.7077497665732959,56.0,6.9
0.4,Ideal,F,SI2,0.6102403343782654,56.0,6.594
0.72,Premium,E,VS2,0.6112554112554112,59.0,7.973
2.04,Premium,G,SI2,0.6209876543209876,59.0,9.609
1.26,Premium,H,SI1,0.6098783106657123,55.0,8.636
0.41,Ideal,G,VVS1,0.6171548117154813,55.0,7.048
0.51,Very Good,D,VS1,0.6098741529525653,57.0,7.471
0.73,Premium,D,VS2,0.5979557069846678,58.0,8.086
0.23,Ideal,F,VVS2,0.61,57.0,6.273
0.5,Very Good,I,SI1,0.6216484607745779,60.0,6.955
0.43,Ideal,E,SI1,0.6229166666666667,57.0,6.675
1.21,Good,G,VS2,0.5910404624277457,61.0,8.904
0.77,Ideal,D,SI1,0.6257459505541346,57.0,7.989
2.14,Premium,I,SI2,0.600715137067938,58.0,9.675
1.61,Premium,H,SI2,0.6027577150361129,60.0,9.123
0.32,Ideal,F,SI1,0.6127946127946128,55.0,6.196
0.4,Ideal,I,VVS2,0.6203995793901157,56.0,7.123
0.51,Ideal,E,SI1,0.6150870406189556,55.0,7.343
0.55,Very Good,I,SI2,0.6145038167938931,60.0,6.991
0.96,Ideal,G,SI1,0.6261980830670927,57.0,8.379
0.58,Premium,E,SI1,0.6162464985994397,59.0,7.492
0.32,Ideal,D,SI1,0.6079096045197739,57.0,6.628
0.51,Ideal,D,VS2,0.6051873198847262,56.0,7.477
0.3,Very Good,G,SI1,0.631578947368421,55.0,6.284
1.32,Premium,E,I1,0.6219686162624822,58.0,8.523
0.57,Ideal,E,VVS2,0.623474178403756,54.0,7.869
0.54,Ideal,I,VS2,0.6007532956685498,58.0,7.144
0.58,Ideal,D,VS2,0.6118299445471349,54.0,7.544
0.57,Ideal,H,VVS1,0.6181139122315592,55.0,7.565
0.41,Ideal,H,IF,0.6178010471204188,55.0,7.125
0.41,Ideal,F,VVS2,0.6179540709812109,55.0,6.951
0.7,Very Good,H,SI2,0.6203866432337435,59.0,7.666
0.39,Ideal,F,VS1,0.6181818181818182,56.1,6.845
0.36,Ideal,E,VS1,0.6200873362445415,56.0,6.998
0.34,Ideal,G,VS2,0.6079295154185022,56.0,6.423
1.15,Premium,I,SI1,0.6220238095238095,56.0,8.442
0.54,Premium,H,VVS2,0.6056603773584905,60.0,7.416
0.58,Ideal,F,VS1,0.6186915887850468,54.0,7.531
0.61,Very Good,E,SI1,0.6328638497652582,60.0,7.454
0.76,Fair,H,VVS2,0.6463414634146342,57.0,7.901
0.51,Very Good,E,VS2,0.6021093000958773,62.0,7.239
0.33,Ideal,G,VS1,0.6238738738738739,56.0,6.501
0.71,Ideal,F,SI1,0.5976027397260274,53.0,7.951
1.01,Very Good,G,SI2,0.6213438735177866,61.0,8.286
1.06,Premium,G,SI2,0.6149162861491628,58.0,8.427
0.82,Ideal,H,VVS1,0.6285714285714286,56.0,8.137
0.72,Ideal,G,VS2,0.6147186147186147,55.0,7.99
0.3,Ideal,D,VS1,0.6075085324232082,56.0,6.786
0.7,Premium,D,SI2,0.593235039028621,59.0,7.849
0.93,Fair,G,SI2,0.6611295681063123,58.1,8.062
0.32,Ideal,G,VS2,0.624,55.0,6.261
0.41,Premium,E,VS1,0.5993820803295571,58.0,7.05
0.58,Ideal,D,SI2,0.6115241635687731,57.0,7.202
0.56,Ideal,E,VVS2,0.6104868913857677,56.0,7.785
1.4,Ideal,J,SI1,0.6272855133614628,57.0,8.722
0.57,Very Good,I,VS2,0.6223055295220243,55.0,7.144
1.25,Premium,H,VS1,0.6271929824561404,59.0,8.899
1.02,Ideal,E,SI2,0.6270523846755278,57.0,8.431
0.96,Fair,E,SI2,0.530642750373692,63.0,7.943
0.82,Ideal,F,VS2,0.6192468619246863,57.0,8.165
1.0,Good,D,SI2,0.5775075987841944,58.0,8.347
0.73,Ideal,D,VS2,0.6159169550173011,56.0,8.327
0.9,Premium,H,I1,0.6282894736842105,61.0,7.57
1.02,Very Good,E,SI2,0.5866261398176291,63.0,8.363
0.3,Ideal,G,SI2,0.6180555555555555,57.0,6.045
0.93,Good,F,SI2,0.6339501206757844,54.0,8.268
0.9,Good,F,VS2,0.6264274061990212,57.0,8.404
0.31,Good,I,VVS1,0.6308411214953272,59.0,6.347
0.23,Premium,E,VVS2,0.6088050314465409,60.0,6.522
0.52,Ideal,F,VVS1,0.6183574879227053,54.0,7.778
1.77,Premium,J,VS2,0.5962025316455696,58.0,9.151
1.57,Ideal,I,SI2,0.6277966101694915,57.0,8.907
1.29,Very Good,F,SI2,0.6355003652300949,57.0,8.513
0.41,Ideal,E,VS1,0.6178010471204188,57.0,7.05
1.05,Premium,D,SI1,0.6019563581640331,56.0,8.687
0.54,Ideal,I,VS1,0.6288461538461539,55.0,7.281
1.52,Good,H,VS1,0.6349862258953168,60.0,9.376
1.51,Ideal,I,SI2,0.6279069767441859,54.0,8.948
1.05,Premium,H,VS2,0.6269349845201239,59.0,8.589
0.3,Ideal,G,IF,0.6175115207373273,55.0,6.701
0.47,Ideal,H,IF,0.6193806193806194,56.0,7.531
0.41,Ideal,F,VS1,0.6129707112970713,57.0,6.915
0.69,Ideal,F,VVS1,0.6157894736842104,56.0,8.239
0.5,Good,G,VVS2,0.6363636363636364,57.0,7.475
0.54,Ideal,F,VS2,0.6307692307692309,57.0,7.516
0.28,Ideal,F,IF,0.6174016686531585,56.0,6.668
0.73,Fair,I,I1,0.6612758310871519,58.0,7.069
0.32,Premium,G,VS2,0.6188850967007965,58.0,6.579
0.7,Very Good,H,SI2,0.6282165039929015,59.0,7.618
1.01,Very Good,H,VS2,0.6124031007751938,57.0,8.676
1.51,Premium,I,SI2,0.6264564770390679,59.0,8.895
1.58,Ideal,G,SI1,0.6068601583113455,56.0,9.36
0.58,Ideal,F,SI2,0.6204311152764761,57.0,7.194
0.4,Premium,D,SI1,0.6136125654450262,56.0,6.898
0.57,Very Good,G,SI1,0.6341929321872015,57.0,7.222
1.5,Very Good,F,VS1,0.6187245590230664,58.0,9.649
2.53,Premium,H,SI2,0.6263800116211504,60.0,9.593
0.71,Ideal,F,VVS2,0.6164502164502165,54.0,8.335
0.78,Premium,F,SI1,0.6078925272879933,60.0,7.947
0.41,Ideal,G,VS2,0.5983436853002071,57.0,6.967
0.69,Premium,H,SI1,0.6282165039929015,58.0,7.508
0.31,Ideal,E,VVS1,0.6155606407322655,57.0,6.806
1.0,Very Good,G,VS1,0.6322478157267672,58.0,8.788
0.72,Ideal,E,VS2,0.612987012987013,57.0,8.078
0.33,Ideal,F,VS2,0.6134831460674158,56.0,6.75
0.71,Premium,E,SI1,0.626865671641791,58.0,7.956
0.7,Ideal,F,SI1,0.6178010471204188,55.0,7.793
0.43,Premium,D,VS2,0.6069958847736626,58.0,6.962
0.55,Ideal,G,VS1,0.6088595664467484,55.0,7.54
1.07,Very Good,E,SI2,0.6167938931297711,58.0,8.576
0.35,Very Good,H,VVS2,0.6302895322939867,55.0,6.56
0.31,Ideal,I,SI1,0.625,56.0,6.286
1.02,Premium,F,SI2,0.6111975116640747,59.0,8.421
3.5,Ideal,H,I1,0.6268191268191268,57.0,9.44
0.4,Very Good,I,VVS1,0.6332622601279319,57.0,6.985
1.56,Ideal,G,VS1,0.6132264529058117,56.0,9.613
0.51,Very Good,E,SI1,0.6099706744868035,58.0,7.203
1.3,Premium,G,VVS1,0.604551920341394,60.0,9.311
1.22,Premium,F,VVS1,0.6193265007320645,58.0,9.378
0.33,Ideal,H,VVS1,0.6174496644295301,56.0,6.623
0.31,Very Good,H,VS1,0.6173410404624279,61.0,6.299
0.36,Premium,D,VS2,0.5907626208378088,58.0,6.998
0.5,Good,E,SI1,0.5848513902205177,59.0,7.194
1.07,Premium,E,VS1,0.5971492873218305,61.0,8.989
0.9,Premium,D,SI2,0.6272285251215559,59.0,8.072
1.6,Premium,H,SI2,0.5940594059405941,59.0,9.028
0.71,Very Good,E,SI2,0.6217162872154115,58.0,7.713
1.07,Ideal,I,VVS1,0.6231003039513677,57.0,8.808
0.7,Premium,G,VS1,0.627763041556145,57.0,7.838
0.33,Premium,I,VVS2,0.6216216216216216,59.0,6.611
1.51,Ideal,H,VS2,0.6425591098748262,59.0,9.302
0.57,Ideal,F,VVS2,0.6192703461178672,55.0,7.936
0.3,Good,G,VVS2,0.6378504672897197,56.0,6.778
1.01,Very Good,F,SI1,0.624313725490196,60.0,8.533
0.72,Very Good,E,SI2,0.6230366492146596,58.0,7.72
1.51,Ideal,H,VS1,0.6084620550705171,57.0,9.381
0.85,Very Good,D,VS2,0.6177924217462932,56.0,8.345
0.5,Good,E,VVS1,0.5832531280076997,62.0,7.605
0.47,Premium,E,VS1,0.618,58.0,7.402
0.28,Premium,E,VVS2,0.6014150943396226,59.0,6.471
0.7,Good,I,SI1,0.6363636363636364,61.0,7.669
0.3,Good,G,IF,0.6384976525821597,55.0,6.797
0.56,Ideal,F,VS1,0.6169811320754717,54.0,7.557
0.7,Very Good,F,SI1,0.6318631863186318,56.0,7.65
0.31,Ideal,E,VS1,0.6176808266360504,56.0,6.848
1.09,Ideal,D,SI1,0.627836611195159,54.0,8.742
0.42,Ideal,G,VVS1,0.615702479338843,55.0,7.072
0.93,Very Good,G,SI1,0.6169871794871795,56.0,8.415
1.13,Ideal,J,SI2,0.6188340807174888,56.0,8.383
0.39,Ideal,F,VS1,0.6231263383297645,57.0,6.865
0.72,Very Good,I,VS2,0.6184668989547037,60.0,7.654
0.28,Very Good,E,VS1,0.5890570430733411,58.0,6.188
1.71,Good,F,SI2,0.637508283631544,54.0,8.85
0.4,Premium,D,VS1,0.5916666666666667,59.0,7.024
0.3,Very Good,F,IF,0.6254375729288215,56.0,6.787
1.3,Ideal,H,VVS1,0.6268871315600288,55.2,9.13
0.33,Ideal,E,VVS1,0.6145251396648045,56.0,6.892
0.31,Very Good,H,VS1,0.6308411214953272,58.0,6.548
1.01,Fair,F,SI2,0.6533546325878594,59.0,8.37
0.34,Ideal,E,IF,0.62,56.0,7.059
0.4,Very Good,E,VS2,0.6395721925133689,52.0,6.83
0.41,Ideal,G,VS1,0.6137787056367432,55.0,6.868
0.51,Very Good,D,VS2,0.6224390243902439,57.0,7.425
1.21,Ideal,H,SI1,0.6203365032918801,56.0,8.689
0.32,Very Good,G,VS2,0.628175519630485,58.0,6.33
0.31,Premium,F,IF,0.6194285714285714,58.0,6.818
1.01,Very Good,I,SI1,0.6418383518225039,55.0,8.406
0.51,Ideal,E,SI1,0.62109375,55.0,7.343
0.6,Very Good,F,SI1,0.6,61.0,7.349
1.21,Premium,E,SI1,0.6293294030950626,58.0,8.77
0.3,Ideal,E,VS2,0.6146682188591386,55.0,6.489
1.23,Very Good,H,SI2,0.6322008862629247,58.0,8.458
0.7,Ideal,F,SI1,0.6108202443280977,57.0,7.83
1.5,Premium,H,SI1,0.6159075458871516,58.0,9.068
0.4,Very Good,F,SI1,0.5960539979231568,61.0,6.832
1.26,Premium,I,SI1,0.6201888162672476,58.0,8.711
1.51,Very Good,H,VS2,0.6276668960770818,60.0,9.321
0.41,Ideal,E,VS1,0.6225026288117771,57.0,6.984
2.53,Premium,J,SI2,0.6261467889908258,57.0,9.737
0.7,Premium,E,VVS1,0.616871704745167,59.0,8.1
0.36,Premium,D,SI1,0.6012931034482758,57.0,6.746
0.33,Ideal,G,VVS1,0.6081081081081082,56.0,7.016
0.3,Very Good,H,VVS2,0.6286379511059372,57.0,6.405
0.56,Ideal,E,VS2,0.6171213546566322,54.0,7.557
0.6,Premium,F,VVS2,0.6114180478821363,58.0,7.848
1.0,Premium,H,SI1,0.5936777178103316,58.0,8.474
0.4,Ideal,D,SI1,0.6128016789087093,57.0,6.588
1.01,Ideal,H,SI1,0.625585023400936,55.0,8.484
0.51,Premium,D,SI1,0.6272189349112426,59.0,7.361
0.7,Premium,D,SI2,0.5980819529206627,59.0,7.499
0.9,Good,I,VS1,0.6332236842105263,59.0,8.201
0.8,Ideal,G,SI2,0.6297872340425532,56.0,7.885
0.91,Very Good,J,VS1,0.6353322528363047,55.0,8.033
0.33,Premium,E,SI1,0.6112359550561799,58.0,6.611
0.51,Good,E,SI1,0.6359175662414133,59.0,7.124
1.58,Premium,G,VS1,0.6239892183288409,60.0,9.579
2.29,Premium,I,VS2,0.6081319976428993,60.0,9.834
0.4,Ideal,E,VS1,0.6006256517205422,57.0,6.836
0.32,Very Good,E,SI1,0.5982142857142857,57.0,6.37
1.59,Very Good,J,VS1,0.6067864271457085,59.0,9.05
0.59,Very Good,E,VS2,0.6171003717472118,60.0,7.527
0.92,Ideal,F,SI2,0.6146496815286625,53.0,8.453
1.12,Very Good,J,SI2,0.5845481049562682,60.0,8.31
0.44,Very Good,E,SI1,0.6217616580310881,60.0,6.697
0.54,Premium,H,SI2,0.6177606177606179,60.0,6.879
0.28,Very Good,H,VVS1,0.5992949471210339,62.0,6.223
0.71,Ideal,G,VS1,0.6144473455178415,56.0,7.922
0.4,Very Good,F,VVS2,0.6052356020942408,57.0,6.89
0.41,Ideal,E,VVS2,0.620253164556962,56.0,7.125
0.85,Fair,G,I1,0.6278101582014988,60.0,7.409
1.16,Premium,H,SI1,0.6024981631153563,59.0,8.609
0.42,Ideal,G,VS1,0.6182572614107883,56.0,6.825
0.67,Very Good,G,VVS1,0.6203208556149733,56.0,8.064
0.4,Good,D,SI1,0.6305732484076433,57.0,6.579
1.0,Very Good,E,SI2,0.6063912704598597,61.0,8.369
0.34,Premium,F,VS2,0.6119733924611973,59.0,6.78
1.51,Very Good,F,SI1,0.6238030095759233,55.0,9.323
0.39,Ideal,I,SI1,0.6211312700106724,55.0,6.412
0.32,Good,D,SI2,0.6366782006920415,56.0,6.168
1.07,Good,F,VS2,0.5756240822320117,60.0,8.829
0.7,Ideal,F,SI1,0.6262093227792436,55.0,7.787
0.56,Premium,D,SI1,0.6075471698113208,60.0,7.452
0.7,Premium,E,SI1,0.5862966175195142,60.0,7.885
1.04,Premium,H,SI1,0.6070336391437309,62.0,8.578
0.39,Premium,J,VS1,0.6162046908315566,59.0,6.672
0.34,Good,H,VS2,0.636568848758465,57.0,6.286
1.04,Ideal,E,SI1,0.6175115207373272,56.0,8.883
0.71,Ideal,F,VS1,0.6187554776511831,56.0,8.219
0.74,Very Good,G,SI1,0.6160483175150993,58.0,7.897
1.01,Ideal,F,VS1,0.6252909231962762,54.0,8.918
0.63,Premium,E,SI1,0.6131650135256989,58.0,7.561
0.7,Very Good,I,SI2,0.6345811051693405,56.0,7.496
0.43,Very Good,F,VS1,0.6104830421377184,57.0,6.962
0.51,Very Good,D,SI1,0.6319921491658488,55.0,7.354
0.59,Ideal,I,VVS1,0.6121323529411765,56.0,7.625
0.38,Very Good,D,SI1,0.5967914438502673,60.0,6.597
0.3,Ideal,D,SI2,0.6113033448673587,55.0,6.103
0.96,Very Good,D,SI2,0.6000000000000001,60.0,8.309
0.33,Ideal,G,VVS1,0.6150392817059485,56.0,6.766
1.23,Premium,E,SI2,0.6247256766642282,58.0,8.688
0.34,Ideal,H,VVS2,0.6121546961325967,56.0,6.503
0.79,Premium,F,SI1,0.6277495769881557,55.0,7.885
1.08,Ideal,E,SI1,0.6264323911382734,57.0,8.536
1.02,Premium,F,SI1,0.6220839813374806,58.0,8.535
0.63,Ideal,E,VVS1,0.6110607434270172,58.0,8.065
0.3,Ideal,D,VS1,0.6277712952158693,57.0,6.609
0.3,Ideal,F,VVS2,0.6166281755196305,56.0,6.542
0.31,Ideal,G,VVS1,0.608,56.0,6.704
0.57,Ideal,F,VVS2,0.6024096385542169,57.0,7.75
1.06,Ideal,I,SI2,0.6236559139784946,57.0,8.288
0.3,Premium,E,VVS2,0.6175438596491228,58.0,6.921
1.25,Ideal,J,VS2,0.6257225433526011,54.0,8.531
1.01,Premium,F,SI2,0.6161063330727131,58.0,8.393
0.71,Premium,E,SI1,0.5994787141615986,60.0,7.845
0.3,Ideal,I,VVS1,0.6203703703703703,54.0,6.277
0.9,Very Good,E,SI2,0.5988880063542494,57.0,8.364
0.81,Premium,D,SI2,0.6168067226890757,58.0,8.004
1.24,Ideal,F,VVS2,0.6201888162672476,57.0,9.398
0.71,Ideal,G,SI1,0.6137750653879687,57.0,7.777
0.26,Very Good,F,VS2,0.6163215590742995,56.0,6.213
0.35,Ideal,D,SI1,0.6266666666666666,56.0,6.468
0.3,Ideal,F,IF,0.6093928980526919,57.0,6.772
1.02,Ideal,F,VS2,0.6290196078431373,57.0,8.781
1.05,Ideal,H,SI2,0.6182096403978576,58.0,8.435
0.48,Fair,E,SI2,0.5521821631878558,60.0,6.81
0.4,Premium,F,VS1,0.6145723336853222,59.0,6.957
0.23,Very Good,F,VS2,0.6338939197930142,56.0,5.996
0.3,Good,H,VVS2,0.6361502347417841,55.0,6.405
1.52,Fair,H,I1,0.6498951781970651,58.0,8.162
1.02,Premium,H,SI2,0.598159509202454,59.0,8.345
0.34,Good,I,SI1,0.6374859708193041,54.0,6.353
2.03,Ideal,I,SI2,0.6004842615012107,57.0,9.487
1.32,Very Good,H,SI1,0.6229508196721311,57.0,8.892
0.42,Premium,G,VS2,0.5983606557377048,58.0,6.991
0.54,Ideal,D,VS2,0.6159695817490495,55.0,7.744
0.4,Ideal,F,VS1,0.6176470588235294,54.0,6.821
1.2,Premium,H,VS2,0.6275092936802974,59.0,8.805
1.4,Premium,G,SI2,0.6199158485273493,60.0,8.885
0.3,Ideal,H,VVS2,0.6173410404624279,54.0,6.654
1.51,Premium,H,VS2,0.6291208791208792,59.0,9.33
0.26,Very Good,E,VVS1,0.6294919454770755,61.0,6.304
0.33,Ideal,G,VVS2,0.6159014557670773,54.0,6.593
0.54,Ideal,I,SI1,0.6234509056244043,55.0,7.369
0.56,Very Good,E,VS1,0.5858585858585859,57.0,7.463
0.3,Very Good,J,VS2,0.6344339622641509,57.0,6.159
0.7,Ideal,F,VS1,0.6243386243386243,56.0,7.963
0.7,Ideal,F,VVS2,0.6174142480211081,58.0,8.201
1.7,Premium,D,SI1,0.6190163934426229,59.0,9.632
1.03,Fair,D,SI2,0.664,56.0,8.228
0.4,Ideal,D,SI2,0.6277836691410392,56.0,6.751
0.31,Ideal,F,IF,0.6229885057471265,54.0,6.818
0.52,Ideal,G,VVS2,0.6164251207729468,55.0,7.713
1.5,Good,G,VS2,0.6383275261324042,56.0,9.351
1.0,Ideal,E,VS2,0.62004662004662,56.0,8.835
2.13,Ideal,I,SI2,0.6198547215496368,55.0,9.663
0.73,Good,E,I1,0.5692695214105794,60.0,7.395
2.24,Ideal,I,SI2,0.6206075044669447,53.6,9.663
0.61,Ideal,E,VVS2,0.6230414746543779,53.9,7.975
0.72,Premium,D,VS2,0.6063738156761412,57.0,8.072
0.71,Ideal,G,SI1,0.6168549087749783,56.0,7.831
0.2,Premium,D,VS2,0.6234817813765182,60.0,5.905
0.7,Ideal,H,SI1,0.6183406113537119,53.0,7.824
0.86,Ideal,E,SI2,0.6003210272873194,56.0,8.154
1.09,Ideal,G,VVS2,0.6149208741522231,57.0,9.102
1.22,Premium,I,VS1,0.5937052932761088,60.0,8.78
1.65,Very Good,J,SI1,0.6168958742632613,56.0,8.975
0.55,Ideal,D,VS2,0.6174242424242424,55.0,7.665
2.2,Ideal,I,SI2,0.6221419975932612,56.0,9.511
0.9,Good,E,SI1,0.6388206388206388,55.0,8.404
1.6,Very Good,H,SI1,0.6321452589105582,55.0,9.205
1.49,Ideal,F,I1,0.6264564770390679,54.0,8.728
0.47,Premium,E,VVS2,0.6049751243781094,58.0,7.514
2.02,Premium,I,SI1,0.6144355336212215,58.0,9.564
0.42,Ideal,G,VVS2,0.6206896551724138,57.0,7.006
0.72,Very Good,G,VS1,0.5996563573883161,59.0,7.89
1.26,Fair,D,SI2,0.6448736998514115,59.0,8.465
0.53,Fair,E,SI1,0.6459747817652765,53.0,7.217
0.5,Premium,G,VS1,0.6085271317829457,58.0,7.465
0.4,Very Good,D,VS2,0.6231263383297645,60.0,6.745
1.16,Good,G,SI2,0.6372623574144488,57.0,8.201
0.54,Ideal,G,SI2,0.603988603988604,59.0,7.05
0.9,Very Good,F,SI1,0.6382978723404256,54.0,8.216
0.46,Ideal,I,IF,0.6215943491422805,55.0,7.083
0.57,Very Good,F,VS2,0.619718309859155,54.0,7.401
0.46,Good,E,VS2,0.608695652173913,62.0,7.144
0.9,Fair,I,VS2,0.6555462885738115,60.0,8.085
0.32,Premium,G,SI2,0.624,59.0,6.292
0.54,Ideal,F,VS2,0.5983066792097838,58.0,7.427
0.72,Ideal,G,VS1,0.6099656357388316,55.0,8.154
1.01,Good,G,SI2,0.6081504702194357,63.0,8.164
0.91,Fair,F,SI1,0.6486486486486486,57.0,7.997
0.35,Ideal,D,SI1,0.6164079822616407,56.0,6.718
0.3,Ideal,E,IF,0.6121979286536249,58.0,6.864
0.38,Ideal,G,SI1,0.6093418259023353,55.0,6.583
0.56,Very Good,D,SI1,0.6320845341018252,57.0,7.483
1.25,Very Good,G,VVS1,0.6056236481614996,60.0,9.302
2.01,Good,I,SI1,0.5880923450789793,60.0,9.725
0.3,Ideal,E,VVS2,0.6169965075669382,55.0,6.921
1.22,Ideal,H,VS1,0.6273062730627306,55.0,8.661
0.51,Ideal,D,VS2,0.6188166828322018,54.0,7.415
1.52,Ideal,H,SI1,0.6151761517615175,58.0,9.268
0.58,Very Good,I,VVS1,0.6303939962476548,57.0,7.49
0.4,Premium,D,SI1,0.6081504702194358,59.0,6.649
0.75,Premium,I,SI2,0.6109215017064847,57.0,7.635
1.53,Good,E,SI2,0.5710560625814863,56.0,8.942
0.51,Good,F,VVS2,0.6238894373149063,63.0,7.694
1.05,Premium,G,I1,0.6160919540229884,59.0,7.774
1.0,Very Good,D,SI1,0.6144200626959248,63.0,8.706
1.33,Premium,H,SI2,0.6277269528501055,52.0,8.765
1.35,Premium,G,VS2,0.6106442577030813,58.0,9.167
0.43,Very Good,G,VVS2,0.6152263374485598,56.0,6.883
1.0,Premium,G,VS2,0.6062992125984252,60.0,8.707
1.01,Premium,I,SI2,0.6052227342549923,60.0,8.312
0.33,Premium,G,SI2,0.6258503401360543,58.0,6.073
1.1,Ideal,J,SI2,0.6201667930250189,59.0,8.349
0.53,Ideal,D,VVS1,0.6214908034849952,57.0,8.144
0.41,Ideal,F,VS2,0.6232948583420777,57.0,7.009
0.9,Good,F,SI2,0.6308943089430894,56.0,8.166
0.51,Premium,E,VS2,0.6253687315634219,59.0,7.485
2.0,Good,G,I1,0.6389937106918239,58.0,8.833
1.51,Ideal,H,SI1,0.6190476190476191,58.0,9.22
0.71,Very Good,F,VS1,0.6121739130434782,57.0,8.021
0.94,Premium,H,SI2,0.6192,57.0,8.112
1.11,Premium,D,I1,0.6185101580135441,58.0,8.186
0.3,Ideal,H,VVS2,0.6036866359447005,56.0,6.654
1.24,Ideal,G,VVS2,0.6110711718188354,56.0,9.359
0.89,Premium,H,SI2,0.6020816653322658,59.0,7.943
2.01,Good,I,SI2,0.6354430379746835,60.0,9.472
0.53,Very Good,G,VS1,0.6234269119070668,55.0,7.407
0.35,Good,F,SI1,0.6309921962095876,56.0,6.368
1.02,Very Good,F,SI2,0.5961685823754789,59.0,8.288
0.73,Very Good,I,VS2,0.6277244986922407,59.0,7.794
0.44,Very Good,F,VS1,0.611740473738414,61.0,6.986
0.7,Very Good,H,VS2,0.6268922528940338,59.0,7.774
1.01,Premium,H,SI2,0.5961685823754789,60.0,8.225
1.12,Good,F,VS2,0.6378787878787879,57.0,8.843
0.7,Fair,G,VVS1,0.587532023911187,66.0,7.936
1.01,Premium,E,VVS2,0.6244131455399061,58.0,9.181
0.4,Ideal,G,VS1,0.6236786469344608,57.0,6.777
0.81,Ideal,F,SI2,0.6285714285714287,57.0,7.911
0.34,Ideal,E,SI1,0.6219239373601788,55.0,6.64
1.02,Ideal,H,SI1,0.6094946401225115,57.0,8.616
0.51,Ideal,F,VS2,0.6107899807321773,55.0,7.372
0.4,Ideal,H,VVS1,0.6222222222222222,55.0,6.992
0.91,Premium,D,SI2,0.6148919135308247,56.0,8.307
1.01,Premium,G,VS1,0.5977011494252873,59.0,8.784
0.31,Premium,H,SI1,0.6113033448673587,57.0,6.351
0.49,Good,F,VS1,0.5925925925925926,60.9,7.165
0.55,Ideal,D,VS2,0.5846438482886217,58.0,7.64
0.35,Ideal,E,VS1,0.6189427312775331,56.0,6.746
0.54,Ideal,G,VS1,0.6218809980806141,56.0,7.473
1.0,Premium,G,SI2,0.5896843725943034,62.0,8.294
